Route,Border location,Nationality,JAN2009,FEB2009,MAR2009,APR2009,MAY2009,JUN2009,JUL2009,AUG2009,SEP2009,OCT2009,NOV2009,DEC2009,JAN2010,FEB2010,MAR2010,APR2010,MAY2010,JUN2010,JUL2010,AUG2010,SEP2010,OCT2010,NOV2010,DEC2010,JAN2011,FEB2011,MAR2011,APR2011,MAY2011,JUN2011,JUL2011,AUG2011,SEP2011,OCT2011,NOV2011,DEC2011,JAN2012,FEB2012,MAR2012,APR2012,MAY2012,JUN2012,JUL2012,AUG2012,SEP2012,OCT2012,NOV2012,DEC2012,JAN2013,FEB2013,MAR2013,APR2013,MAY2013,JUN2013,JUL2013,AUG2013,SEP2013,OCT2013,NOV2013,DEC2013,JAN2014,FEB2014,MAR2014,APR2014,MAY2014,JUN2014,JUL2014,AUG2014,SEP2014,OCT2014,NOV2014,DEC2014,JAN2015,FEB2015,MAR2015,APR2015,MAY2015,JUN2015,JUL2015,AUG2015,SEP2015,OCT2015,NOV2015,DEC2015,JAN2016,FEB2016,MAR2016,APR2016,MAY2016,JUN2016,JUL2016,AUG2016,SEP2016,OCT2016,NOV2016,DEC2016,JAN2017,FEB2017,MAR2017,APR2017,MAY2017,JUN2017,JUL2017,AUG2017,SEP2017,OCT2017,NOV2017,DEC2017,JAN2018,FEB2018,MAR2018,APR2018,MAY2018,JUN2018,JUL2018,AUG2018,SEP2018,OCT2018,NOV2018,DEC2018,JAN2019,FEB2019,MAR2019,APR2019,MAY2019
Western Balkan Route,Land,Pakistan,0,0,0,0,0,1,0,0,0,1,3,5,0,3,2,8,2,1,4,4,1,0,8,6,29,24,7,25,27,52,28,63,71,112,103,63,51,24,47,18,34,99,52,84,253,121,53,25,60,113,215,363,441,692,581,322,121,71,61,32,20,20,5,13,16,24,10,16,41,65,74,64,62,158,363,447,689,1593,4190,6864,2661,25,1,4,104,568,674,682,458,656,309,513,411,453,336,419,476,329,110,184,152,431,458,655,590,291,442,237,157,44,112,142,159,18,39,107,83,42,58,56,14,89,39,22,50
Western Balkan Route,Land,Turkey,3,4,3,0,4,5,9,6,10,8,4,1,12,4,7,2,0,6,4,3,13,7,17,19,6,16,23,43,27,5,22,8,27,107,33,42,6,20,40,23,30,11,11,9,17,14,4,18,12,24,26,6,27,7,4,9,33,26,10,12,21,53,17,34,13,9,4,16,29,60,7,6,5,33,47,38,20,23,24,16,28,80,51,42,57,32,68,105,91,131,65,51,17,19,30,15,14,6,22,18,31,19,31,42,39,49,60,32,18,18,39,35,42,41,30,55,63,26,12,28,45,100,90,32,38
Western Balkan Route,Land,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,1,2,0,12,2,1,1,4,3,6,1,1,0,3,5,14,9,13,15,20,21,18,43,17,40,30,84,58,79,91,90,85,152,211,129,122,317,258,138,127,129,255,638,688,1045,1557,1645,523,631,696,1501,2115,2525,5493,15835,27818,32773,651,16,10,40,110,266,311,356,580,386,208,85,158,72,133,132,96,125,92,45,13,20,12,4,53,20,22,21,30,42,40,15,22,10,36,32,19,39,17,31,50,65,57,34
Western Balkan Route,Land,Kosovo*,38,136,93,4,47,47,46,49,72,124,39,10,26,20,39,26,34,19,26,26,52,41,36,27,35,32,86,68,47,17,19,22,59,72,21,20,42,23,121,74,76,47,41,56,174,136,110,42,132,176,259,689,1654,2096,637,101,180,149,134,96,154,125,222,232,169,284,271,668,2365,2132,5866,9571,10371,11880,379,279,140,95,126,146,116,134,72,48,69,148,118,87,31,45,60,73,129,58,71,31,49,83,104,51,84,30,47,66,179,98,36,25,19,49,38,27,35,36,31,47,23,17,6,22,29,44,34,12,22
Western Balkan Route,Land,Albania,10,1,3,6,9,3,11,1,12,3,5,0,1,7,7,15,7,9,3,41,21,6,10,2,9,1,3,6,5,4,4,11,3,4,2,2,3,2,3,1,1,4,0,4,11,12,10,3,16,12,12,20,16,14,23,12,20,39,25,19,40,33,38,40,43,26,33,42,67,55,50,34,41,39,54,63,41,56,42,44,57,46,42,42,31,35,26,20,20,14,20,32,28,12,40,42,11,8,41,7,27,15,21,17,26,41,34,33,27,30,14,15,24,28,23,17,32,17,16,13,3,41,22,5,14
Western Balkan Route,Land,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,5,5,0,0,0,2,1,17,10,7,28,27,1,0,13,6,12,34,39,135,180,27,76,79,31,7,6,10,8,14,2,2,3,15,50,71,25,68,52,88,146,127,226,372,756,2109,479,1,0,0,27,33,46,25,21,43,5,25,36,66,26,32,2,6,0,22,4,7,15,7,18,9,5,7,1,2,6,5,7,2,15,2,2,27,9,21,3,11,8,3,8
Western Balkan Route,Land,Morocco,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,3,10,14,10,4,9,3,5,2,0,5,2,8,16,53,18,15,69,57,16,41,20,48,42,78,48,33,28,43,19,6,13,5,52,84,78,84,59,75,59,30,8,11,0,0,0,0,0,1,5,3,5,2,0,2,2,0,4,12,55,31,34,18,13,11,0,1,2,64,373,147,40,63,30,25,25,30,3,0,8,6,6,10,1,0,0,7,11,0,2,7,0,1,3,1,3,0,0,1,9,4,2,1,0,2,2,5,6,4
Western Balkan Route,Land,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,7,12,6,6,6,2,3,2,4,0,5,4,3,1,1,0,2,2,0,2,2,1,2,5,9,3,27,17,6,1,0,1,0,0,0,0,1,4,0,2,0,1,1,4,5,9,17,31,111,262,32,6,0,0,10,14,7,10,4,4,8,1,1,7,5,3,9,4,0,12,0,7,6,19,18,3,15,3,1,2,1,4,7,0,3,12,9,3,12,10,1,18,5,2,3
Western Balkan Route,Land,Serbia,66,136,161,79,80,45,75,101,96,78,41,20,18,38,36,32,33,21,19,15,20,29,33,21,28,32,44,33,25,28,23,37,22,36,16,17,18,10,29,5,16,12,14,12,29,31,22,15,31,17,21,22,32,18,27,20,14,19,22,13,26,19,32,23,17,18,32,29,51,30,34,31,9,14,13,17,18,20,21,17,32,15,3,7,7,12,9,6,6,9,6,9,5,8,12,6,4,8,8,0,18,5,6,0,15,8,2,2,2,4,3,7,8,5,10,1,12,6,0,2,1,5,3,0,3
Western Balkan Route,Land,Sri Lanka,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,2,0,1,0,0,4,0,0,3,1,3,2,1,6,0,6,0,0,6,3,21,14,14,6,1,1,8,27,24,4,45,30,22,2,15,11,0,0,0,2,2,0,0,1,0,6,0,0,0,4,1,0,0,0,5,0,2,0,0,0,0,2,0,0,0,0,0,2
Western Balkan Route,Land,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,13,10,15,13,21,4,7,4,4,3,0,0,1,9,1,5,2,0,2,0,2,2,1,2,1,7,14,6,7,0,0,0,1,0,0,5,1,2,0,0,1,0,0,1,0,8,6,10,12,16,3,4,2,0,1,3,57,7,22,13,4,7,9,10,5,2,7,14,14,9,4,3,0,3,9,0,12,14,3,11,10,2,4,2,1,0,2,6,1,1,1,2,0,13,5,2
Western Balkan Route,Land,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Western Balkan Route,Land,North Macedonia,8,37,10,16,5,5,8,21,8,12,2,4,4,2,0,1,1,0,4,2,2,0,0,0,3,2,5,2,1,0,2,1,4,1,0,1,1,0,0,0,5,0,7,2,3,2,4,1,0,1,7,2,5,2,3,2,1,7,7,0,2,3,7,5,7,3,1,4,10,2,5,2,2,3,4,4,2,5,10,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,2,1,1,0,3,0,0,0,4,0,2,2,0,0,0,0,0,1,0,1,5,0,0,1,0,0,0,0,1
Western Balkan Route,Land,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Western Balkan Route,Land,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,2,0,0,0,0,0,2,1,3,0,0,0,2,4,2,1,4,0,2,3,3,5,0,0,0,6,3,8,14,2,15,20,11,8,6,7,15,18,22,6,2,3,5,11,6,5,6,16,1,1,1,3,7,2,9,48,117,65,40,0,0,0,1,4,1,1,2,3,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Western Balkan Route,Land,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,8,4,10,20,16,5,7,8,8,6,17,22,13,99,89,54,131,44,35,134,70,83,54,88,92,72,31,52,53,33,16,4,152,184,165,195,131,121,100,23,12,10,9,0,3,1,2,6,4,1,8,3,8,4,0,0,16,28,77,98,76,26,45,11,0,0,0,8,141,89,41,31,29,24,36,38,26,10,75,74,43,20,12,3,1,11,16,4,7,10,2,8,3,1,0,0,0,0,5,14,0,5,1,8,10,11,13,0
Western Balkan Route,Land,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Australia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Azerbaijan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Western Balkan Route,Land,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Bosnia and Herzegovina,46,8,15,7,14,11,14,14,26,16,3,14,3,20,6,42,21,3,5,16,2,11,11,4,3,3,6,0,4,1,0,4,2,2,4,2,5,2,3,2,3,0,0,7,5,4,6,5,3,2,1,2,1,1,10,6,16,26,9,7,10,6,7,11,4,9,16,11,13,31,11,7,7,8,10,10,10,7,6,7,23,41,11,10,1,5,4,1,6,6,5,5,10,32,10,4,7,1,1,0,11,3,13,5,5,22,7,6,2,0,3,5,3,2,2,4,3,0,0,1,0,5,2,1,0
Western Balkan Route,Land,Brazil,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,8,6,20,14,14,4,7,3,3,4,3,0,1,0,0,0,2,0,0,1,0,0,3,3,4,2,4,9,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,2,0,1,0,0,2,2,0,1,1,0,1,13,10,17,7,1,22,0,0,0,0,2,0,3,5,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0
Western Balkan Route,Land,Cameroon,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,1,0,0,1,2,4,8,13,12,4,9,8,12,3,19,2,7,5,5,4,11,4,6,11,7,18,32,48,98,165,142,102,14,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Tunisia,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,3,2,2,3,1,0,0,10,6,10,12,17,15,15,19,41,20,18,40,15,10,19,6,18,18,14,7,16,7,17,10,8,13,14,22,31,29,42,20,20,37,18,62,18,4,10,5,0,1,1,5,3,1,2,2,2,0,3,1,7,4,11,6,3,2,2,1,0,0,1,14,17,7,5,2,0,1,3,4,0,3,3,0,0,1,0,4,7,1,2,2,1,0,5,0,1,1,1,1,0,1,1,1,0,5,7,10,9,1,0
Western Balkan Route,Land,Central African Republic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Colombia,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,19,22,29,13,9,3,2,2,0,1,4,5,1,0,20,19,18,22,25,4,17,13,5,18,41,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Congo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,15,26,31,6,9,6,8,16,8,6,7,27,9,24,5,7,1,1,10,2,12,23,19,39,122,365,339,132,46,0,0,0,8,0,0,2,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Côte d'Ivoire,0,0,7,8,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,47,34,48,50,31,10,9,14,7,6,5,0,26,8,2,18,9,0,6,3,2,7,20,21,20,26,36,57,64,22,6,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Egypt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,4,2,0,4,0,2,6,5,7,3,1,3,3,2,0,0,2,9,9,14,11,2,8,26,14,0,0,0,0,0,0,4,3,1,0,1,3,0,1,0,0,0,3,17,5,3,6,1,0,0,0,5,62,40,19,9,8,3,0,5,2,0,5,1,1,0,0,0,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,2,0,2,1,2,0,2,3,1,1,0,0,4,6,19,9,37,7,18,11,6,5,19,9,35,11,40,0,16,28,13,7,19,28,28,38,17,3,8,17,26,46,58,40,223,135,9,2,0,5,2,0,30,4,3,3,10,0,7,6,0,0,7,4,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,0,0,0
Western Balkan Route,Land,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Ethiopia,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,6,5,0,16,3,0,0,0,4,3,5,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,15,7,15,7,7,4,3,2,1,3,3,1,3,14,6,9,4,4,11,3,1,6,9,10,11,23,16,28,18,34,1,4,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Western Balkan Route,Land,Georgia,4,0,0,0,0,0,3,0,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Ghana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,43,38,49,29,35,19,30,13,16,8,3,38,12,3,19,20,12,9,8,24,3,3,33,37,65,58,47,52,10,1,0,0,10,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Balkan Route,Land,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
